ID,BATCH,FILL00,COMMENTS,DESC1,DESC2,DESC3,DESC4,CNAME1,CNAME2,FILL01,CADDR,CCITY,CST,CZIP,CZIP2,FILL02,M-STUD1,M-STUD2,M-STUD3,M-STUD4,M-STUD5,M-STUD6,M-STUD7,M-STUD8,M-STUD9,M-STUD10,M-STUD11,M-STUD12,SFUND,FILL03,LOAWDS,HIAWDS,SDONOR,PCTAWD,LOAMNT,HIAMNT,FILL05,APDLMO,APDLDA,FILL06,APPLAPPL,APPLTRAN,APPLAUTO,APPLTEST,APPLINTE,APPLFINE,APPLESSA,APPLREFS,APPLSPEC,APPLCOMC,APPLFEE,CONTNAME,CONTNAM2,CONTNAM3,CONTADDR,CONTCITY,CONTST,CONTZIP1,CONTZIP2,CONTAREA,CONTEXCH,CONTLINE,CONTEXT,PUBFUND1,PUBFUND2,PUBDONR1,PUBDONR2,APPLHS,APPLHSN,FILL07,SCHOL,LOAN,FILL08,RENYES,RENNO,MALE,FEMALE,MAR,SIN,AU17,A18,A1920,A21,A2224,A25,A2630,A3134,A35,UHALF,UTHIRD,UFOURTH,FRESH,SOPH,JUNIOR,SENIOR,GSTU,TWOYR,FOURYR,TRTECH,BLIND,DEAF,PHYS,INDESK,ASIAN,BLACK,HISP,ANYSVC,AF,ARMY,NAVY,MARINES,CG,KD,STUD1,STUD2,STUD3,STUD4,STUD5,STUD6,STUD7,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,REL1,REL2,REL3,ETH1,ETH2,ETH3,ETH4,ETH5,EMP1,EMP2,EMP3,TAL1,TAL2,TAL3,CVC1,CVC2,CVC3,SUP,UPDYR,UPDMO,UPDDA,ANY-YR,PUB,PRIZE,INTERN,HS-YES,HS-NO,SASE,STUD8,STUD9,STUD10,STUD11,STUD12,TAL4,TAL5,CON-NO,FEE-NO,CONTESTN,APPLFEEN,ST11,ST12,ST13,ST14,ST15,CONTFAC,CONTFEX,CONTFLIN,CONTFEXT,SVLOGMO,SVLOGDA,SVLOGYR,SRC1,SRC2,SRC3,SRC4,NUMAWD,TOTALAWD,CORPCD,AIRNG,ARMYNG,NAVYNG,MARINENG,DESC5,LEARN,DONDES1,DONDES2,DONDES3,DONDES4,FEEAMT,AWARD-NON-US,SR-ST1,SR-ST2,SR-ST3,SR-ST4,SR-ST5,SR-ST6,SR-ST7,SR-ST8,SR-ST9,SR-ST10,SR-ST11,SR-ST12,SR-ST13,SR-ST14,SR-ST15,SPONSOR-URL,CONTACT-EMAIL,SRC1-Y,SRC1-N,FT_ONLY,PT_ONLY,FT_PT
165777,,,,The award is to be used for online education. Applicati,on must be submitted online. Visit web site for more informa,"tion and application, http://www.e-collegedegree.com.",,,,,,,,,,,,,,,,,,,,,,,Online Education Scholarship,,1,,,,1000,,,12,31,,X,,,,,,X,,,X,,,,,,,,,,,,,,e-CollegeDegree.com Online Education Scholarship Award,,e-CollegeDegree.com,,,X,,X,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,"A helpful guide to online colleges, distance learning progr","ams, financial aid, scholarship and college/career resource",s.,,,,,,,,,,,,,,,,,,,www.e-collegedegree.com/,,,X,,,X
165778,,,,"Prize up to $1,800 will be awarded to the first place c",ontest winner for essay on a topic related to Jewish heritag,"e, culture, or values. One need not be Jewish to enter.  Add",itional awards for five finalists. Essay must be between 250,,,,,,,,,,,,,,,,,,,,,,Kaplun Foundation Essay Contest,,12,,,,750,1800,,3,1,,,,,,,,X,,,X,,,,,,,,,,,,,,Morris J. and Betty Kaplun Foundation Annual Essay Contest,,Morris J. and Betty Kaplun Foundation,,X,,,,,,,X,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,12,11100,,,,,,and 1000 words. Open to middle and high school students in,,Foundation seeks to encourage young people to treasure Jewi,"sh heritage, and better understand their contribution to ci","vilization and culture. To this effort, the foundation spon",sors an annual essay contest open to middle and high school,,,,,,,,,,,,,,,,,,www.kaplunfoundation.org/,,,X,X,,
165781,,,,Awards undergraduate and graduate students for juried c,"ontest of individual photographs, picture stories and photog",raphic essay and multimedia presentations. Two awards in the,dollar value of $500 and $1000 are granted. Deadline varies,,,,,,,,,,PJ,,,,,,,,,,,,College Photographer of the Year,,,2,,,500,1000,,V,,,X,,,,,,X,,,X,,,,,,,,,,,,,,College Photographer of the Year Competition,,College Photographer of the Year,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,1500,,,,,,.,,The competition provides a forum of student work to be reco,gnized and encouraged.,,,,,,,,,,,,,,,,,,,,www.cpoy.org/,,,X,,,X
165782,,,,One scholarship of $1000 to an undergraduate or graduat,"e student who has exhibited academic excellence, and is stud",ying in the field of rehabilitation and/or education of pers,ons who are blind or visually impaired. Must submit proof of,,,,,,,,,,ED,TH,,,,,,,,,,,Delta Gamma Foundation Florence Margaret Harvey Me,,1,,,,1000,,,4,30,,X,X,,,,,X,X,X,,,,,,,,,,,,,,,Delta Gamma Foundation Florence Margaret Harvey Memorial Scholarship,,American Foundation for the Blind,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1000,,,,,,legal blindness. For additional information and application,,Organization dedicated to addressing the most critical issu,es facing Americans who are blind or visually impaired; ind,"ependent living, literacy, employment, and technology.",,,,,,,,,,,,,,,,,,,www.afb.org/,,,X,,,X
165783,,,,Awards one scholarship of $2500 to a full-time undergra,duate or graduate student who presents evidence of economic,"need. To be eligible the applicant must reside in the U.S.,",but need not be a citizen of the U.S. Preference will be giv,,,,,,,,,,,,,,,,,,,,,,Ferdinand Torres Scholarship,,1,,,,2500,,,4,30,,X,X,,,,X,X,X,X,,,,,,,,,,,,,,,Ferdinand Torres Scholarship,,American Foundation for the Blind,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,2500,,,,,,en to applicants residing in the New York City metropolitan,,Organization dedicated to addressing the most critical issu,es facing Americans who are blind or visually impaired; ind,"ependent living, literacy, employment, and technology.",,,,,,,,,,,,,,,,,,,www.afb.org/,,,X,X,,
165784,,,,Two scholarships of $1000 each to women who are enrolle,d in a four-year undergraduate degree program in literature,"or music. In addition to the general requirements, applicant","s must submit a performance tape not to exceed 30 minutes, o",,,,,,,,,,LE,MC,,,,,,,,,,,R.L. Gillette Scholarship,,,2,,,1000,,,4,30,,X,X,,,,X,X,X,X,,,,,,,,,,,,,,,R.L. Gillette Scholarship,,American Foundation for the Blind,,,X,,X,,,,X,,X,,,,,,,,,,,,,,,X,X,X,X,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,2000,,,,,,r a creative writing sample. Must submit proof of legal blin,,Organization dedicated to addressing the most critical issu,es facing Americans who are blind or visually impaired; ind,"ependent living, literacy, employment, and technology.",,,,,,,,,,,,,,,,,,,www.afb.org/,,,X,X,,
165785,,,,One-time award not open to previous recipients. Four sc,holarships of $2500 each to undergraduate or graduate studen,ts who are studying in the field of rehabilitation and/or ed,ucation of persons who are blind or visually impaired. One o,,,,,,,,,,ED,TH,,,,,,,,,,,Rudolph Dillman Memorial Scholarship,,,4,,,2500,,,4,30,,X,X,,,,X,X,X,X,,,,,,,,,,,,,,,Rudolph Dillman Memorial Scholarship,,American Foundation for the Blind,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,10000,,,,,,f these grants is specifically for a student who meets all r,,Organization dedicated to addressing the most critical issu,es facing Americans who are blind or visually impaired; ind,"ependent living, literacy, employment, and technology.",,,,,,,,,,,,,,,,,,,www.afb.org/,,,X,,,X
165787,,,,"Award for undergraduate, Master's or Ph.D. degree stude",nts of Tlicho ancestry. Applicants should be a member of Tli,cho Citizens. Must be enrolled full-time in a Canadian unive,rsity degree program and be interested and active in communi,,,,,,,,,,,,,,,,,,,,,,BHP Billiton University Scholarships,,4,,,,5000,,,7,15,,X,X,,,,,,X,X,,,,,,,,,,,,,,,BHP Billiton University Scholarships,,Tlicho Government,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,,,X,X,X,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,,,,,,,ty affairs. Scholarship value is $5000.,,"Beginning of April 2012, the Tlicho Financial Supplement Pr",ogram which was coordinate and delivery by Tlicho Community,Services Agency has been transfer to Tlicho Government dep,artments. The TG encourages Tlicho students to pursue advan,,,,,,,,,,,,,,,,,,www.tlicho.ca/,,,X,X,,
165789,,,,Scholarship for students enrolled full-time in a Canadi,an college diploma program. Must be of Tlicho ancestry. Must,be interested and active in community affairs. Applicants s,hould be a member of Tilcho Citizens. Scholarship value is $,,,,,,,,,,,,,,,,,,,,,,Diavik Diamonds College Scholarships,,10,,,,3000,,,7,15,,X,X,,,,,X,X,X,,,,,,,,,,,,,,,Diavik Diamonds Inc. Scholarships for College Students,,Tlicho Government,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,X,X,X,X,,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,10,30000,,,,,,3000,,"Beginning of April 2012, the Tlicho Financial Supplement Pr",ogram which was coordinate and delivery by Tlicho Community,Services Agency has been transfer to Tlicho Government dep,artments. The TG encourages Tlicho students to pursue advan,,,,,,,,,,,,,,,,,,www.tlicho.ca/,,,X,X,,
165794,,,,One scholarship to a college sophomore or higher level,student who is pursuing a degree in an aviation-related fiel,d. Must have a minimum GPA of 3.0 and must exhibit leadershi,p potential. Must be a WAI member.,,,,,,,,,,AV,,,,,,,,,,,,Airbus Leadership Grant,,1,,,,5000,,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,Airbus Leadership Grant,,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS,,,WO,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165795,,,,Scholarship of $1000 available for a woman pursuing an,undergraduate or graduate degree in an aviation-related fiel,d. Applicant must be a U.S. citizen with fluency in English.,Must have minimum 3.0 GPA or better (on a 4.0 scale) in her,,,,,,,,,,AV,,,,,,,,,,,,Dassault Falcon Jet Corporation Scholarship,,1,,,,1000,,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,Dassault Falcon Jet Corporation Scholarship,,"Women in Aviation, International",,,X,,X,,,,X,,X,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,most recent year of schooling. Must be a member of WAI.,,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165796,,,,Scholarship of $5000 available to a student currently e,nrolled in an Aviation Maintenance Technician Program (A&P),or a degree in Aviation Maintenance Technology. Applicant mu,st be a full-time student with a minimum of two semesters le,,,,,,,,,,AV,,,,,,,,,,,,Delta Air Lines Aircraft Maintenance Technology Sc,,1,,,,5000,,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,Delta Air Lines Aircraft Maintenance Technology Scholarship,,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"ft (as of February March 2016, with a minimum GPA of 3.0 or",,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,X,,
165797,,,,Student must be currently enrolled in a Baccalaureate d,"egree in Aerospace / Aeronautical, Electrical, or Mechanical",Engineering. Applicants must be full-time students at the j,unior or senior level with a minimum of two semesters left (,,,,,,,,,,AV,EL,ME,,,,,,,,,,Delta Air Lines Engineering Scholarship,,1,,,,7000,,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,Delta Air Lines Engineering Scholarship,,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"as of February 2016), with a cumulative GPA of 3.0 (on a 4.0",,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,X,,
165798,,,,Scholarship to a student currently enrolled in an Assoc,iate or Baccalaureate degree in Aviation Maintenance Managem,ent or Aviation Business Management. Applicant must be a ful,"l-time college student, with a minimum of two semesters left",,,,,,,,,,AV,,,,,,,,,,,,Delta Air Lines Maintenance Management/Aviation Bu,,1,,,,5000,,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,Delta Air Lines Maintenance Management/Aviation Business Management Scholarship,,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,(as of February 2016). Must have a minimum GPA of 3.0 (on a,,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,X,,
165800,,,,Scholarship offered to a woman seeking to further the a,"viation career in flight training, aircraft scheduling or di","spatch, aviation management, aviation maintenance, or avioni",cs. Preference will be given to applicants from Cincinnati O,,,,,,,,,,AV,,,,,,,,,,,,"Wright Chapter, Women in Aviation, International,",,1,,,,1000,,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,"Wright Chapter, Women in Aviation, International, Elisha Hall Memorial Scholarship",,"Women in Aviation, International",,,X,,X,,,,X,,X,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"hio/Tri-State area, but all applicants will be considered ba",,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165802,,,,One scholarship of up to $3000 will be awarded to an in,"dividual working on an instrument or multi engine rating, co",mmercial or initial flight instructor certificate. Flight tr,aining must be completed within one year. Minimum requiremen,,,,,,,,,,AV,,,,,,,,,,,,Keep Flying Scholarship,,1,,,,,3000,,11,12,,X,,,,,,X,X,,,,,,,,,,,,,,,,Keep Flying Scholarship,,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"ts: private pilot certificate, 100 hours of flight time, and",,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165806,,,,One scholarships will be awarded to a full-time college,or university student pursuing any type of aviation or avia,tion related career.  A second scholarship will be awarded t,"o an individual, not required to be a student, pursuing any",,,,,,,,,,AV,,,,,,,,,,,,"Women in Aviation, International Achievement Award",,2,,,,1000,,,11,12,,X,,,,,,,,,,,,,,,,,,,,,,,"Women in Aviation, International Achievement Awards",,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,type of  aviation interest.   Include in your essay how you,,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,X,,
165807,,,,This scholarship will be awarded to a woman in an aviat,ion management field who has exemplified the traits of leade,"rship, community spirit, and volunteerism. Scholarship can b",e used to attend a leadership-related course or seminar to r,,,,,,,,,,AV,,,,,,,,,,,,"Women in Aviation, International Management Schola",,1,,,,1000,,,11,12,,X,,,,,,,,,,,,,,,,,,,,,,,"Women in Aviation, International Management Scholarships",,"Women in Aviation, International",,,X,,X,,,,X,,X,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS,,,WO,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,aise the individual's level of management or establish a new,,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165808,,,,This will be awarded to a woman pursuing her flight rat,ings at an accredited institution or FAA Part 141 approved f,light school.  Must demonstrate persistence and determinatio,n to flight.   Training must be completed within one year of,,,,,,,,,,AV,,,,,,,,,,,,Women Military Aviators Dream of Flight,,1,,,,2000,,,11,12,,X,,,,,X,,X,,,,,,,,,,,,,,,,Women Military Aviators Dream of Flight Scholarship,,"Women in Aviation, International",,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,the award and be a member of WAI.,,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165809,,,,Scholarship will be given to a person pursuing professi,onal development or career advancement in any job classifica,tion in corporate/business aviation. Applicants should be ac,tively working toward their goal and show financial need. Aw,,,,,,,,,,AV,,,,,,,,,,,,Women in Corporate Aviation Career Scholarships,,1,,,,2000,,,11,12,,X,X,,,,X,X,X,,,,,,,,,,,,,,,,Women in Corporate Aviation Career Scholarships,,"Women in Aviation, International",,,X,,X,,,,X,,X,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WO,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,"ard can be used toward a specific program of education, flig",,A nonprofit organization dedicated to the encouragement and,advancement of women in all aviation career fields and int,erests. Provides resources to assist women in aviation and,encourages young women to consider aviation as a career.,,,,,,,,,,,,,,,,,,www.wai.org/,,,X,,,X
165811,,,,"The Hawaiian Lodge, Free and Accepted Masons Scholarshi",p Program is dedicated to worthy High School seniors who wis,"h to pursue a degree in the areas of Engineering, the Scienc","es, Hawaiian studies, or Education - who may otherwise not b",,,,,,,,,,,,,,,,,,,,,,Hawaiian Lodge Scholarships,,10,16,,,1500,,,5,31,,X,,,,X,X,X,,,,,,,,,,,,,,,,,Hawaiian Lodge Scholarships,,"Hawaiian Lodge, F&AM",,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,12,18000,,,,,,"e able to attend college.  First and foremost, we look for a",,The organization offers scholarships for graduating Hawaii,"High School seniors pursuing an undergraduate degree, as we",ll as others who need assistance in completing their degree," in the areas of engineering, the sciences, Hawaiian studie",,,,,,,,,,,,,,,,,,www.hawaiianlodgefreemasons.org,,,X,X,,
165814,,,,Grants of $800 to $3500 awarded on the basis of merit a,nd financial need.,,,,,,,,,,,,,,,,,,,,,,,,Annual Award Program,,3,5,,,800,3500,,5,28,,X,,,,,X,X,,,,,,,,,,,,,,,,,Annual Award Program,,"Fadel Educational Foundation, Inc.",,,X,,,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,23,59000,,,,,,,,A non-profit educational foundation supporting education fo,r non-incarcerated Muslim U.S. citizens and permanent resid,ents.,,,,,,,,,,,,,,,,,,,www.fadelfoundation.org/,,,X,,,X
165816,,,,"Scholarship open to all public high school seniors, wit","h preference given to applicants from Clay, Duval, Nassau, a","nd St. Johns Counties, Florida and from Glynn County, Georgi","a. Scholarship emphasizes leadership, work ethic, and academ",,,,,,,,,,,,,,,,,,,,,,McCurry Foundation Scholarship,,1,10,,,1000,1500,,2,15,,X,,,,X,X,X,,,,,,,,,,,,,,,,,McCurry Foundation Scholarship,,McCurry Foundation Inc.,,X,,,X,,,X,,,,,X,,,,,,,,,,,X,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,FL,GA,,,,,,,,,,,,,,,,,,,,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,13,15500,,,,,,ic excellence. A minimum GPA of 3.0 is required and family i,,The organization provides needed financial assistance to st,"udents who have exhibited the qualities of leadership, resp","onsible work ethic, and academic excellence.",,,,,,,,,,,,,,,,,,,www.mccurryfoundation.org/,,,X,X,,
165818,,,,Scholarship for high school students who in their junio,r year have not made plans for college but are academically,capable of success in college. Recipients are selected by th,eir school principal or Guidance Director. Students must be,,,,,,,,,,,,,,,,,,,,,,Early College for ME,,400,500,,,2000,,,4,15,,X,,,,,X,,,,,,,,,,,,,,,,,,Early College for ME,,Maine Community College System,,X,,,X,,,X,,,,,,,,,,,,,,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,409,362300,,,,,,entering a Maine Community College. Refer to web site http:/,,Comprehensive two-year college system offering nearly 300 c,"areer and transfer programs, continuing education and custo",mized training for business and industry.,,,,ME,,,,,,,,,,,,,,,www.mccs.me.edu/,,X,,X,,
165834,,,,Scholarship for undergraduate students attending a Rhod,e Island Space Grant Consortium participating institution an,"d studying in any space-related field of science, math, engi","neering, or other field with applications in space study. Re",,,,,,,,,,ER,MH,ST,,,,,,,,,,NASA RISGC Outreach Scholarship for UG Students,,,2,,,,4000,,V,,,X,X,,,,,X,X,X,,,,,,,,,,,,,,,NASA Rhode Island Space Grant Consortium Outreach Scholarship for Undergraduate Students,,NASA Rhode Island Space Grant Consortium,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2,,,,,,,cipients are expected to devote a maximum of 8 hours per wee,,A Congressionally mandated nationwide NASA-funded program d,esigned to act as a space-science resource and to enhance s,cience literacy and learning opportunities in space-related," science at all levels of education, from elementary school",,,RI,,,,,,,,,,,,,,,brown/initiatives/ri-space-grant,,,X,X,,
